label,value,num_date_review,unknown_var_7,unknown_var_8,unknown_var_9,unknown_var_13,unknown_var_17,social_friend_count,delta_time,delta_date,age,cat_3,cat_6,location_id,cat_8,cat_10,cat_11,com_type,cat_12
0,3349500.0,6.0,19.0,18.80159568,2.4833333335,0.33,1455.0,0.0,200.998,1632.0,36.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0
0,3970000.0,7.0,15.0,17.0098011,2.5,0.43,1085.0,1469.0,0.674,1624.0,25.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0
0,894000.0,58.0,16.0,20.25421284,2.0,0.01,2164.0,0.0,0.258,43.0,33.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0
1,4700000.0,0.0,17.0,17.306234359999998,1.55,0.71,1450.0,1066.0,5.474,1799.0,25.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0
0,4500000.0,11.0,194.0,115.4769097,34.25,0.62,336.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,28.0,16.26345597,16.5,0.62,2164.0,186.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,6084000.0,79.0,14.0,16.3627668,2.0,0.87,701.0,0.0,1.734,-575.0,35.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,4.0
1,4500000.0,11.0,2.0,1.414213562,1.0,0.62,1798.0,623.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,4.0,20.25421284,4.0,0.62,-3.0,561.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0
0,4500000.0,11.0,8.0,8.35463943,-1.4,0.62,2164.0,1991.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,0.0,0.0,0.0,0.62,2164.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,4500000.0,11.0,7.0,20.25421284,7.0,0.62,2164.0,198.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,16.0,20.25421284,16.0,0.62,2164.0,247.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,16.0,20.25421284,2.0,0.62,-17.0,4968.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,6066000.0,84.0,18.0,7.0,10.0,0.87,2893.0,693.0,1.022,-708.0,36.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,2994900.0,50.0,19.0,52.42899961,-12.6,0.3,2175.0,0.0,8.752,313.0,30.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,4.0
1,4500000.0,11.0,16.0,20.25421284,2.0,0.62,2905.0,120.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,4500000.0,11.0,16.0,20.25421284,2.0,0.62,2525.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,35.0,50.20458146,-0.5,0.62,2164.0,3494.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,3362000.0,3.0,77.0,33.23151115,77.0,0.33,2915.0,5000.0,0.837,1738.0,32.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0
1,4500000.0,11.0,48.0,23.00724524,24.66666667,0.62,2164.0,4956.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0
1,973000.0,0.0,14.0,12.82966135,3.0,0.03,2178.0,0.0,17.69,1853.0,32.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0
0,4500000.0,11.0,22.0,10.44030651,15.0,0.62,334.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0
1,4500000.0,11.0,16.0,20.25421284,2.0,0.62,2164.0,1403.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,15.0,6.633249581,6.0,0.62,1081.0,1824.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4180000.0,32.0,6.0,87.68124087,-56.0,0.48,2171.0,0.0,0.002,854.0,27.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,4.0
1,4500000.0,11.0,16.0,20.25421284,2.0,0.62,2164.0,225.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,4500000.0,11.0,17.0,9.192388155,10.5,0.62,2164.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,3244500.0,29.0,19.0,18.80159568,2.4833333335,0.32,2893.0,106.0,3.707,945.0,32.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0
1,8023680.0,44.0,49.0,65.72833701,-7.25,0.93,1445.0,0.0,33.79,471.0,33.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0
1,12500000.0,6.0,109.0,58.62024679,41.66666667,0.97,2914.0,0.0,6.516,1641.0,39.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0
0,1043000.0,36.0,56.0,26.72545603,24.75,0.05,349.0,0.0,0.309,731.0,27.0,1.0,0.0,2.0,1.0,4.0,1.0,3.0,2.0
0,2247000.0,72.0,24.0,17.0098011,24.0,0.28,3991.0,488.0,0.0,6.0,36.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0
0,4500000.0,11.0,16.0,20.25421284,2.0,0.62,2164.0,77.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4972000.0,69.0,1.0,0.707106781,0.5,0.76,2164.0,0.0,7.917,-258.0,30.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,20.0,9.712534856,9.333333333,0.62,2171.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,4.0
1,4500000.0,11.0,4.0,46.66904756,-29.0,0.62,2164.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,3960000.0,98.0,9.0,3.544949459,1.833333333,0.43,1066.0,0.0,245.401,-1155.0,33.0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,3.0
1,4500000.0,11.0,31.0,67.03978918,-10.66666667,0.62,2164.0,356.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,4500000.0,11.0,2.0,0.707106781,1.5,0.62,2164.0,1629.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,3.0,2.121320344,1.5,0.62,2164.0,530.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,6448410.0,11.0,102.0,140.1820245,-24.0,0.89,2167.0,881.0,0.013,1497.0,33.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0
1,4000000.0,16.0,18.0,6.489307445,4.111111111,0.44,1066.0,1048.0,17.798,1307.0,28.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0
0,4500000.0,11.0,12.0,20.25421284,12.0,0.62,2164.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,4000000.0,16.0,18.0,6.489307445,4.111111111,0.44,1066.0,1048.0,17.798,1307.0,28.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0
1,4500000.0,11.0,22.0,42.43524479,-9.75,0.62,2162.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0
0,973000.0,48.0,14.0,7.0,7.0,0.03,2178.0,67.0,1.237,370.0,29.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0
1,4500000.0,11.0,16.0,20.25421284,2.0,0.62,2164.0,568.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,1043000.0,0.0,6.0,3.130495168,2.6,0.05,1799.0,0.0,0.235,1847.0,40.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0
1,1390000.0,0.0,16.0,20.25421284,2.0,0.08,2164.0,658.0,30.288,1838.0,51.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0
1,4500000.0,11.0,6.0,4.242640687,3.0,0.62,2164.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,29800000.0,0.0,3.0,20.25421284,3.0,1.0,2164.0,0.0,2.983,1798.0,29.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,4500000.0,11.0,191.0,185.511006,4.333333333,0.62,2164.0,2678.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,973000.0,48.0,8.0,3.785938897,3.0,0.03,2178.0,67.0,1.237,370.0,29.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0
1,4500000.0,11.0,16.0,20.25421284,2.0,0.62,2164.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,16.0,20.25421284,2.0,0.62,2164.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,1043000.0,38.0,8.0,40.01145669,-17.25,0.05,1809.0,158.0,0.841,650.0,32.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,4.0
0,1490000.0,0.0,55.0,38.89087297,27.5,0.12,2178.0,4136.0,1.958,1853.0,26.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0
0,4934300.0,16.0,82.0,47.34272207,27.33333333,0.76,1797.0,1055.0,1.069,1319.0,27.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0
1,4500000.0,11.0,16.0,20.25421284,16.0,0.62,2164.0,108.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,3478000.0,10.0,87.0,145.2251126,-80.66666667,0.35,342.0,0.0,0.755,1506.0,29.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0
1,4500000.0,11.0,1.0,20.25421284,1.0,0.62,1436.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,894000.0,24.0,0.0,12.82966135,0.0,0.01,1818.0,0.0,1.19,1117.0,30.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0
1,1043000.0,38.0,0.0,48.08326112,-34.0,0.05,1799.0,158.0,0.841,650.0,32.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,4.0
0,1490000.0,0.0,55.0,16.21704117,8.416666667,0.12,2178.0,4136.0,1.958,1853.0,26.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0
1,4500000.0,11.0,16.0,20.25421284,2.0,0.62,336.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,16.0,20.25421284,2.0,0.62,2164.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,4500000.0,11.0,8.0,4.0,4.0,0.62,2164.0,0.0,0.885,1435.0,32.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,46.0,56.82429058,-7.0,0.62,2914.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0
0,834000.0,12.0,1.0,12.82966135,1.0,0.01,2178.0,305.0,1.984,1468.0,32.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0
0,5000000.0,19.0,15.0,17.0098011,2.5,0.77,349.0,2152.0,21.647,1219.0,28.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0
0,4500000.0,11.0,55.0,19.30904673,8.375,0.62,2164.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,5.0,20.0748599,-9.0,0.62,2164.0,86.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,55.0,31.46956201,18.66666667,0.62,2164.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,8000000.0,40.0,26.0,81.87612595,-35.8,0.93,1458.0,261.0,1.229,578.0,30.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,4.0
1,3306300.0,33.0,19.0,18.80159568,2.4833333335,0.33,2533.0,538.0,5.809,822.0,29.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0
0,4500000.0,11.0,0.0,20.25421284,0.0,0.62,3642.0,88.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,4469700.0,98.0,60.0,52.36005933,60.0,0.6,3280.0,194.0,3.796,-1174.0,31.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0
0,2493400.0,12.0,18.0,16.10477061,4.638888889,0.28,2555.0,1167.0,8.628,1446.0,32.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,2.0
1,4500000.0,11.0,16.0,20.25421284,2.0,0.62,2164.0,1121.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,4500000.0,11.0,43.0,20.25421284,43.0,0.62,2894.0,1133.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0
1,4500000.0,11.0,8.0,5.656854249,4.0,0.62,2164.0,2027.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,894000.0,24.0,77.0,33.59613073,21.8,0.01,-19.0,0.0,2.856,1099.0,27.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0
0,894000.0,24.0,77.0,33.59613073,21.8,0.01,-19.0,0.0,2.856,1099.0,27.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0
0,4500000.0,11.0,63.0,132.9360749,-31.0,0.62,-26.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,8.0,1.414213562,7.0,0.62,2164.0,185.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,2994900.0,25.0,5.0,12.81957874,5.0,0.3,2548.5,3163.0,0.169,1067.0,35.0,1.0,0.0,2.0,0.0,4.0,2.0,3.0,2.0
1,3069400.0,70.0,19.0,21.415356485,2.75,0.3,1800.0,469.0,0.962,-304.0,31.0,1.0,0.0,2.0,2.0,4.0,2.0,3.0,2.0
0,4500000.0,11.0,11.0,4.827007354,2.4,0.62,708.0,2398.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,5190000.0,85.0,7.0,53.03300859,-30.5,0.8,3264.0,1195.0,0.015,-761.0,31.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,4500000.0,11.0,16.0,20.25421284,2.0,0.62,2164.0,1696.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,6084000.0,69.0,149.0,17.0098011,149.0,0.87,2173.0,708.0,0.995,-364.0,32.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0
0,4500000.0,11.0,16.0,20.25421284,2.0,0.62,335.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,3.0,1.0,2.0,0.62,2164.0,872.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,109.0,77.07463915,54.5,0.62,2163.0,2744.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0
1,3307800.0,55.0,19.0,18.80159568,2.4833333335,0.33,2907.0,0.0,0.0,170.0,33.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0
0,4500000.0,11.0,16.0,20.25421284,2.0,0.62,2164.0,181.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,4500000.0,11.0,16.0,20.25421284,2.0,0.62,2164.0,4270.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4540000.0,0.0,38.0,20.25421284,38.0,0.62,2898.0,0.0,0.688,1797.0,36.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,-210.0,20.25421284,-210.0,0.62,341.0,740.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0
0,4500000.0,11.0,16.0,20.25421284,2.0,0.62,721.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,9.0,4.582575695,4.0,0.62,2164.0,280.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,5260000.0,3.0,12.0,8.485281374,6.0,0.81,2164.0,468.0,1.153,1708.0,35.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,3530000.0,3.0,3.0,21.781520015,0.75,0.35,346.0,0.0,1.648,1701.0,35.0,2.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0
0,4500000.0,11.0,16.0,20.25421284,2.0,0.62,2164.0,585.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,3310000.0,39.0,1.0,13.8038918305,1.0,0.33,3636.0,1473.0,0.002,638.0,41.0,1.0,0.0,2.0,2.0,4.0,2.0,3.0,4.0
0,4500000.0,11.0,16.0,20.25421284,2.0,0.62,357.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,3530000.0,3.0,2.0,0.957427108,0.75,0.35,346.0,0.0,1.648,1701.0,35.0,2.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0
0,3069400.0,41.0,2.0,93.33809512,-64.0,0.3,342.0,3923.0,7.983,585.0,28.0,1.0,0.0,2.0,0.0,4.0,2.0,3.0,2.0
0,4500000.0,11.0,13.0,6.024948133,4.6,0.62,2178.0,291.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0
0,4500000.0,11.0,13.0,6.5,3.25,0.62,2178.0,291.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0
0,4500000.0,11.0,16.0,20.25421284,2.0,0.62,1431.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,16.0,20.25421284,2.0,0.62,2164.0,4069.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,4500000.0,11.0,16.0,20.25421284,2.0,0.62,1458.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4259000.0,4.0,18.0,23.045600955,1.7083333335000002,0.49,2173.0,854.0,0.667,1715.0,26.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,0.0,38.18376618,-27.0,0.62,2177.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0
1,3530000.0,13.0,2.0,1.414213562,1.0,0.35,3993.0,298.0,0.003,1433.0,33.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,4.0
1,3710000.0,0.0,33.0,14.04635184,8.4,0.39,1797.0,71.0,4.484,1772.0,28.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0
1,4500000.0,11.0,41.0,20.25421284,41.0,0.62,2164.0,120.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4015000.0,8.0,16.0,20.300683355,2.0,0.44,1817.0,0.0,0.0,1595.0,46.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0
0,2362560.0,46.0,8.0,11.96105659,8.0,0.28,3621.0,1899.0,1.147,423.0,46.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0
0,1490000.0,30.0,25.5,19.79898987,12.75,0.12,2901.0,4090.0,0.035,933.0,31.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0
0,4500000.0,11.0,16.0,20.25421284,2.0,0.62,2164.0,19.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,13995883.0,7.0,30.0,38.38293892,-8.0,0.98,1823.0,0.0,0.102,1604.0,30.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,20801000.0,83.0,58.0,22.79254264,20.0,0.99,3274.0,794.0,10.222,-673.0,41.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0
0,5320000.0,102.0,16.0,20.25421284,2.0,0.82,2164.0,306.0,3.913,-1268.0,40.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,1300000.0,12.0,14.0,12.82966135,3.0,0.08,2178.0,214.0,56.506,1459.0,41.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0
1,3969700.0,5.0,15.0,9.465369286,4.25,0.43,1436.0,97.0,0.02,1658.0,31.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0
0,4500000.0,11.0,15.0,11.63507628,-0.625,0.62,1091.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0
1,973000.0,3.0,13.0,9.192388155,6.5,0.03,2178.0,0.0,0.25,1727.0,41.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0
1,4500000.0,11.0,25.0,102.5199168,-78.66666667,0.62,2164.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,16.0,20.25421284,2.0,0.62,728.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,4500000.0,11.0,5.0,20.25421284,5.0,0.62,2164.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,3460000.0,3.0,7.0,69.14417305,-46.25,0.35,2167.0,809.0,17.49,1738.0,39.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0
1,1210000.0,0.0,25.0,76.36753237,-29.0,0.08,2178.0,0.0,0.0,1471.0,26.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0
0,4500000.0,11.0,16.0,20.25421284,2.0,0.62,1091.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,6132500.0,96.0,109.0,20.25421284,109.0,0.88,3622.0,0.0,19.562,-1095.0,35.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,1490000.0,0.0,35.0,20.25421284,35.0,0.12,2164.0,0.0,0.701,1846.0,59.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0
1,834000.0,0.0,59.0,41.71930009,29.5,0.01,725.0,1193.0,249.944,1839.0,27.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0
0,4500000.0,11.0,11.0,5.773502692,4.333333333,0.62,2530.0,1286.0,0.885,1435.0,32.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,3.0
0,4500000.0,11.0,16.0,20.25421284,2.0,0.62,-7.0,1019.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,1.0,20.25421284,1.0,0.62,2164.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,5453400.0,261.0,18.0,23.045600955,1.7083333335000002,0.83,4014.0,679.0,5.247,-1448.0,52.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0
1,1490000.0,60.0,14.0,7.023769169,6.666666667,0.12,1079.0,0.0,0.028,103.0,23.0,1.0,0.0,3.0,3.0,1.0,4.0,2.0,0.0
0,3969700.0,41.0,15.5,20.2063940265,2.285714286,0.43,354.0,177.0,0.0,806.5,30.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0
0,726000.0,0.0,80.0,91.61368166,-7.666666667,0.0,2164.0,4972.0,0.0,1435.0,26.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0
0,1390000.0,24.0,16.0,20.25421284,2.0,0.08,4013.0,532.0,0.047,1090.0,42.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0
0,4300000.0,5.0,18.0,23.045600955,1.7083333335000002,0.52,2173.0,1698.0,0.858,1683.0,26.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0
1,4500000.0,11.0,16.0,20.25421284,2.0,0.62,2164.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,3.0,20.25421284,3.0,0.62,2164.0,246.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0
0,4500000.0,11.0,16.0,20.25421284,2.0,0.62,715.0,601.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,973000.0,12.0,4.0,86.32689809,-47.33333333,0.03,1799.0,196.0,0.001,1460.0,42.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0
1,4500000.0,11.0,16.0,5.987866519,3.636363636,0.62,1084.0,732.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,79.0,44.82205354,-3.357142857,0.62,349.0,499.0,0.885,1435.0,32.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0
0,3978300.0,147.0,156.0,165.6572767,-5.333333333,0.43,1460.0,483.0,0.044,-1449.0,38.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,0.0
0,4500000.0,11.0,0.0,0.0,0.0,0.62,2164.0,208.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4471530.0,73.0,0.0,20.51625372,0.0,0.6,2898.0,581.0,2.724,-394.0,37.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,4.0
0,5305000.0,46.0,16.0,20.25421284,2.0,0.82,2164.0,0.0,14.552,417.0,33.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,37.0,14.8964681,11.28571429,0.62,2164.0,74.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,16.0,20.25421284,2.0,0.62,3275.0,9.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
1,2173200.0,18.0,54.0,19.71221521,12.71428571,0.27,1078.0,869.0,6.685,1271.0,29.0,1.0,0.0,2.0,1.0,4.0,3.0,3.0,4.0
0,4500000.0,11.0,0.0,20.25421284,0.0,0.62,4012.0,1680.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4260000.0,24.0,205.0,219.4060163,-2.0,0.49,2164.0,4964.0,0.022,1107.0,27.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
0,4500000.0,11.0,16.0,5.291502622,10.0,0.62,2164.0,0.0,0.885,1435.0,32.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0
