label,cat_3,value,cat_6,num_date_review,location_id,cat_8,cat_10,cat_11,com_type,cat_12,unknown_var_7,unknown_var_8,unknown_var_9,unknown_var_13,unknown_var_17,social_friend_count,delta_time,delta_date,age
0,L,910000.0,L,12.0,L,L,M,M,M,L,,,,0.03,3280.0,1131.0,36.717,1451.0,30.0
1,,,,,,,,,,,8.0,3.862210075,2.25,,,485.0,,,
1,L,973000.0,L,0.0,L,L,M,M,,M1,6.0,2.886751346,2.666666667,0.03,710.0,1729.0,48.46,1842.0,28.0
0,L,4472000.0,L,58.0,L,S1,L,L,L,L,21.0,8.994707439,7.714285714,0.6,,0.0,1.186,86.0,31.0
1,M,4881000.0,L,20.0,L,L,L,L,L,L,,,,0.74,2547.0,3751.0,7.25,1202.0,28.0
1,,,,,,,,,,,,,,,,0.0,,,
0,L,4450000.0,L,55.0,L,L,M,L,M,L,0.0,,0.0,0.6,1806.0,0.0,0.003,153.0,29.0
1,L,1150000.0,L,0.0,S,M,L,S1,L,L,8.0,,8.0,0.08,,2276.0,0.0,,26.0
0,M,3129000.0,L,47.0,L,M1,M,L,S,L,101.0,79.1498353,-6.875,0.31,2166.0,0.0,0.002,274.0,29.0
0,L,1490000.0,L,0.0,L,L,M,M,M,L,,,,0.12,,4098.0,0.012,1856.0,26.0
0,L,4800000.0,L,0.0,L,M,L,L,L,L,,,,0.74,,0.0,0.574,1833.0,25.0
0,L,1390000.0,L,6.0,L,L,M,M,M,L,25.0,,25.0,0.08,,0.0,0.189,1672.0,32.0
0,L,910000.0,L,0.0,L,L,M,M,M,L,,,,0.03,3999.0,672.0,26.691,1838.0,35.0
1,L,4935000.0,L,0.0,L,L,M,L,M,S1,,,,0.76,2532.0,0.0,0.0,,32.0
1,L,4472600.0,L,9.0,L,L,L,L,L,M1,,,,0.6,704.0,932.0,2.919,1549.0,33.0
0,,,,,,,,,,,26.0,18.38477631,13.0,,,0.0,,,
0,,,,,,,,,,,0.0,88.54565677,-48.5,,,0.0,,,
0,L,2131440.0,L,0.0,L,L,M,M1,M,L,18.0,96.50043178,-41.66666667,0.27,2914.0,2661.0,0.0,1816.0,34.0
1,L,973000.0,L,0.0,L,L,M,M,,L,3.0,,3.0,0.03,,28.0,0.012,1854.0,44.0
0,L,4733000.0,L,7.0,L,L,L,L,L,L,23.0,13.27905619,7.666666667,0.71,,0.0,23.671,1627.0,27.0
0,,,,,,,,,,,14.0,5.00999002,4.5,,1799.0,0.0,,,
1,,,,,,,,,,,,,,,1802.0,0.0,,,
0,L,4596500.0,L,118.0,L,L,M,L,M,L,2.0,0.554700196,0.153846154,0.62,4016.0,0.0,0.667,-1640.0,31.0
0,L,1043000.0,L,0.0,L,L,M,M,M,L,92.0,37.88403358,27.2,0.05,3642.0,3143.0,0.027,1850.0,40.0
1,M,1300000.0,L,20.0,L,L,L,M,L,L,,,,0.08,4009.0,285.0,0.0,1227.0,55.0
0,L,1043000.0,L,0.0,L,L,M,M,M,L,92.0,48.08326112,58.0,0.05,,3143.0,0.027,1850.0,40.0
0,L,1043000.0,L,0.0,L,L,M,M,M,L,92.0,37.88403358,27.2,0.05,3642.0,3143.0,0.027,1850.0,40.0
1,,,,,,,,,,,28.0,19.09188309,14.5,,350.0,1337.0,,,
1,L,834000.0,L,24.0,L,L,M,M,M,L,30.0,63.11667201,-11.5,0.01,,0.0,0.0,1090.0,34.0
0,L,3989700.0,L,46.0,L,L,M,L,M,L,71.0,35.67912555,32.0,0.43,2161.0,358.0,0.023,431.0,28.0
0,,,,,,,,,,,5.0,3.535533906,2.5,,1799.0,0.0,,,
0,,,,,,,,,,,14.0,3.485263092,1.5,,1799.0,0.0,,,
1,L,1210000.0,L,0.0,M1,M,L,S1,L,L,69.0,43.84062043,38.0,0.08,,0.0,0.0,,27.0
1,,,,,,,,,,,,,,,,5000.0,,,
0,L,6426360.0,L,23.0,L,L,M,L,M,L,3.0,1.732050808,2.0,0.89,,736.0,2.681,1127.0,27.0
0,L,4500000.0,L,35.0,L,L,L,L,L,L,-146.0,,-146.0,0.62,,0.0,4.419,770.0,33.0
0,L,3051000.0,L,0.0,L,L,M,L,M,S1,1.0,,1.0,0.3,3638.0,313.0,0.0,,35.0
0,M,4789000.0,L,76.0,L,M,M,L,M,L,3.0,121.6223664,-83.0,0.71,2893.0,0.0,0.001,-507.0,36.0
0,,,,,,,,,,,,,,,,284.0,,,
0,L,3000000.0,L,83.0,L,L,M,M1,M,S,0.0,0.707106781,-0.5,0.3,,224.0,21.733,-703.0,32.0
0,L,3969700.0,L,48.0,L,M,M,L,M,L,24.0,12.7410099,9.333333333,0.43,2893.0,256.0,1.644,368.0,31.0
0,L,4177960.0,L,76.0,L,M1,M,L,M,L,-130.0,,-130.0,0.48,,0.0,3.21,-480.0,33.0
1,L,4579000.0,L,37.0,L,L,M,L,M,L,,,,0.62,,0.0,1.649,701.0,33.0
0,L,1043000.0,L,48.0,L,L,M,M,M,L,30.0,13.31164903,6.2,0.05,,0.0,0.233,375.0,32.0
0,L,1150000.0,L,0.0,S,M,L,S1,L,M,59.0,,59.0,0.08,335.0,0.0,0.0,,27.0
0,,,,,,,,,,,87.0,95.675319,-4.833333333,,4004.0,1310.0,,,
0,,,,,,,,,,,0.0,,0.0,,,305.0,,,
0,L,973000.0,L,12.0,L,L,M,M,,L,,,,0.03,4004.0,36.0,0.02,1507.0,38.0
1,L,1390000.0,L,20.0,L,L,M,M,M,L,0.0,,0.0,0.08,2913.0,95.0,1.985,1226.0,47.0
0,M,4259000.0,L,108.0,L,M,L,L,L,L,20.0,65.0292242,-17.4,0.49,2899.0,0.0,0.888,-1456.0,44.0
1,,,,,,,,,,,87.0,144.9568901,-15.5,,354.0,707.0,,,
1,L,834000.0,L,24.0,L,L,M,M,M,L,27.0,48.36010753,-12.8,0.01,712.0,58.0,0.001,1109.0,28.0
0,L,1390000.0,L,39.0,M1,M,L,S1,L,L,6.0,2.516611478,3.666666667,0.08,,0.0,0.663,646.0,25.0
0,L,4164000.0,L,43.0,L,M,M,L,M,L,93.0,40.48209481,21.4,0.48,1812.0,0.0,0.022,517.0,28.0
0,,,,,,,,,,,6.0,,6.0,,,4697.0,,,
0,L,5865000.0,L,30.0,L,M,L,L,L,L,,,,0.86,1436.0,4933.0,4.495,919.0,25.0
1,L,8400000.0,L,0.0,L,L,L,M1,L,S1,4.0,2.0,1.0,0.94,,3999.0,0.19,1827.0,36.0
1,L,3900000.0,L,1.0,L,L,L,L,L,L,22.0,,22.0,0.43,,274.0,0.0,,27.0
0,L,4696300.0,L,0.0,L,L,L,L,L,S1,,,,0.69,-12.0,23.0,0.182,1802.0,43.0
0,,,,,,,,,,,10.0,54.03702434,-20.0,,710.0,2526.0,,,
0,,,,,,,,,,,9.0,4.425306016,4.25,,,0.0,,,
1,L,2556000.0,L,22.0,L,L,L,M1,L,S1,54.0,22.627417,38.0,0.28,,872.0,7.711,1159.0,38.0
1,L,4258600.0,L,0.0,L,M,L,L,L,L,,,,0.49,709.0,0.0,0.0,1793.0,27.0
0,L,3988900.0,L,17.0,L,L,M,L,M,L,5.0,2.167948339,2.2,0.43,1453.0,1302.0,0.004,1312.0,25.0
0,L,2709000.0,L,47.0,L,L,M,M1,M,S,14.0,102.6304049,-65.0,0.29,,3245.0,0.048,387.0,39.0
0,L,4500000.0,L,57.0,L,L,L,L,L,S1,30.0,16.77299417,10.66666667,0.62,,0.0,0.931,75.0,30.0
0,M,4260000.0,L,24.0,L,L,L,L,L,S1,-93.0,14.8492424,-103.5,0.49,,0.0,0.0,-115.0,33.0
1,,,,,,,,,,,32.0,15.340578,9.0,,,1115.0,,,
1,,,,,,,,,,,32.0,8.171961355,2.733333333,,,1115.0,,,
1,,,,,,,,,,,46.0,8.386497084,36.33333333,,716.0,379.0,,,
1,M,4279764.0,L,30.0,L,L,L,L,L,L,0.0,,0.0,0.49,3276.0,0.0,4.611,916.0,33.0
0,L,2676000.0,L,24.0,L,L,L,M1,L,S1,1.0,,1.0,0.28,,1520.0,18.656,1082.0,31.0
0,L,4000000.0,L,0.0,L,L,M,L,M,L,6.0,3.0,1.5,0.44,,808.0,15.537,1807.0,30.0
1,L,4472600.0,L,25.0,L,L,L,L,L,L,,,,0.6,,0.0,11.906,1034.0,25.0
0,,,,,,,,,,,2.0,0.707106781,1.5,,,0.0,,,
0,,,,,,,,,,,10.0,7.071067812,5.0,,,0.0,,,
0,,,,,,,,,,,10.0,4.335896678,2.6,,,0.0,,,
1,,,,,,,,,,,9.0,6.363961031,4.5,,1081.0,4830.0,,,
0,,,,,,,,,,,4.0,,4.0,,,234.0,,,
1,,,,,,,,,,,4.0,,4.0,,,234.0,,,
1,L,1150000.0,L,3.0,L,L,L,M,L,,48.0,23.22893311,13.25,0.08,2187.0,526.0,0.0,,29.0
1,L,1251000.0,L,43.0,L,L,L,M1,L,S1,,,,0.08,3633.0,247.0,0.0,504.0,37.0
0,,,,,,,,,,,32.0,0.707106781,31.5,,,401.0,,,
0,M,4719600.0,L,15.0,L,L,M,L,S,L,0.0,48.74628191,-21.8,0.71,2526.0,0.0,0.456,1368.0,32.0
0,L,3069400.0,L,45.0,L,M,M,L,S,L,21.0,11.84271928,10.25,0.3,,9.0,0.701,464.0,30.0
0,L,834000.0,L,0.0,L,L,L,M,L,L,10.0,4.041451884,5.333333333,0.01,703.0,3047.0,0.659,1846.0,26.0
0,L,973000.0,L,0.0,L,L,M,M,M,L,,,,0.03,-19.0,2020.0,46.617,1836.0,36.0
1,,,,,,,,,,,,,,,,505.0,,,
0,L,4300000.0,L,24.0,L,M,L,L,L,L,14.0,66.46803743,-33.0,0.52,,422.0,2.994,1106.0,31.0
1,,,,,,,,,,,,,,,358.0,2935.0,,,
0,L,3306300.0,L,3.0,L,L,M,L,M,L,0.0,,0.0,0.33,2903.0,1314.0,213.565,1706.0,28.0
0,,,,,,,,,,,,,,,,544.0,,,
0,L,3800000.0,L,10.0,L,L,L,L,L,S1,48.0,230.5168107,-115.0,0.41,,319.0,9.718,1517.0,34.0
0,,,,,,,,,,,44.0,21.07921567,19.66666667,,-20.0,4587.0,,,
0,L,6516000.0,L,173.0,L,L,L,L,L,S,-62.0,,-62.0,0.89,,2757.0,0.196,-1457.0,38.0
0,L,7018000.0,L,26.0,L,M,L,L,L,L,13.0,1.414213562,12.0,0.91,,0.0,7.874,1034.0,34.0
0,L,2642000.0,L,0.0,L,L,L,L,L,L,0.0,28.86751346,-16.66666667,0.28,,0.0,0.0,,32.0
0,,,,,,,,,,,,,,,,0.0,,,
0,L,3966000.0,L,6.0,L,L,M,L,M,L,,,,0.43,,108.0,0.001,1647.0,32.0
0,,,,,,,,,,,17.0,6.683312552,6.333333333,,,194.0,,,
0,L,834000.0,L,0.0,L,L,M,M,,M,44.0,26.87005769,25.0,0.01,,0.0,0.017,1848.0,28.0
0,,,,,,,,,,,,,,,,0.0,,,
0,L,1390000.0,L,20.0,L,L,M,M,M,,,,,0.08,,1823.0,0.0,1207.0,35.0
1,,,,,,,,,,,,,,,,194.0,,,
0,,,,,,,,,,,10.0,3.860668583,4.285714286,,1433.0,1079.0,,,
0,,,,,,,,,,,41.0,17.74260409,9.4,,,777.0,,,
0,,,,,,,,,,,25.0,8.141922936,4.090909091,,1071.0,206.0,,,
1,M,910000.0,L,0.0,L,L,L,M,L,L,9.0,42.42640687,-21.0,0.03,3269.0,0.0,22.551,1819.0,39.0
0,,,,,,,,,,,,,,,,0.0,,,
0,,,,,,,,,,,41.0,26.1629509,22.5,,,777.0,,,
1,L,1210000.0,L,0.0,L,L,M,M,,L,1.0,0.707106781,0.5,0.08,,1515.0,0.0,,25.0
0,L,4022346.0,L,6.0,L,L,M,L,M,L,,,,0.44,338.0,1845.0,1.506,1635.0,27.0
0,L,4064500.0,L,21.0,L,L,M,L,M,S1,39.0,21.17191536,18.25,0.44,,0.0,0.112,1192.0,28.0
0,,,,,,,,,,,,,,,,423.0,,,
1,M,1300000.0,L,7.0,L,L,M,M,M,L,,,,0.08,,0.0,0.0,1707.0,40.0
1,,,,,,,,,,,,,,,,0.0,,,
1,L,3969700.0,L,3.0,L,L,M,L,M,L,0.0,14.8492424,-10.5,0.43,1434.0,1697.0,11.434,1726.0,27.0
1,,,,,,,,,,,7.0,,7.0,,,3279.0,,,
1,L,5228000.0,L,89.0,L,M,L,L,L,L,,,,0.81,,0.0,4.168,-879.0,39.0
0,,,,,,,,,,,0.0,,0.0,,,0.0,,,
0,L,4368230.0,L,0.0,L,L,M,L,M,L,,,,0.52,356.0,0.0,0.144,1806.0,30.0
0,L,726000.0,L,0.0,L,L,M,M,,L,15.0,136.4716088,-81.5,0.0,,0.0,0.0,1851.0,29.0
1,L,1390000.0,L,0.0,L,L,M,M,,L,30.0,,30.0,0.08,,0.0,46.295,1851.0,47.0
0,L,3400000.0,L,43.0,L,L,M,L,M,M,56.0,87.56711712,-6.0,0.35,,127.0,0.001,524.0,32.0
0,L,726000.0,L,0.0,L,L,M,M,,L,15.0,136.4716088,-81.5,0.0,1812.0,0.0,0.0,1851.0,29.0
1,L,3963400.0,L,119.0,L,M,S1,L,S1,L,,,,0.43,,3321.0,0.01,-1448.0,34.0
1,L,6294002.0,L,52.0,L,L,M,L,M,S,,,,0.88,,0.0,0.206,253.0,31.0
1,L,3306300.0,L,10.0,L,L,M,L,M,L,,,,0.33,,300.0,0.003,1528.0,38.0
0,,,,,,,,,,,11.0,46.71577503,-12.0,,-2.0,0.0,,,
0,,,,,,,,,,,53.0,16.05913551,5.8125,,,0.0,,,
0,,,,,,,,,,,3.0,1.527525232,1.333333333,,1451.0,0.0,,,
0,,,,,,,,,,,25.0,10.2794293,12.5,,,951.0,,,
0,L,4170000.0,L,8.0,L,L,M,L,M,S,,,,0.48,1092.0,614.0,0.0,1605.0,29.0
1,L,1300000.0,L,3.0,L,L,M,M,,L,57.0,30.23794526,22.66666667,0.08,1440.0,262.0,38.372,1725.0,33.0
0,,,,,,,,,,,,,,,,0.0,,,
1,L,4700000.0,L,16.0,L,L,L,L,L,L,24.0,85.37954478,-26.5,0.71,715.0,87.0,4.019,1344.0,25.0
0,,,,,,,,,,,11.0,36.37031757,-10.4,,338.0,0.0,,,
1,L,4200000.0,L,30.0,L,M,M,L,M,L,0.0,,0.0,0.49,,0.0,0.01,917.0,37.0
1,,,,,,,,,,,,,,,,141.0,,,
0,,,,,,,,,,,11.0,5.656854249,7.0,,,0.0,,,
0,,,,,,,,,,,,,,,,2429.0,,,
0,L,3129000.0,L,39.0,L,M,M,L,M,L,,,,0.31,1824.0,0.0,0.032,650.0,28.0
1,L,4838530.0,L,11.0,L,L,L,L,L,L,7.0,106.0660172,-68.0,0.74,,0.0,2.76,1491.0,27.0
0,L,4377450.0,L,32.0,L,L,M,L,M,L,15.0,28.28427125,-5.0,0.52,,4396.0,0.218,855.0,25.0
0,L,5396000.0,L,18.0,L,L,M,L,M,M1,18.0,12.72792206,9.0,0.82,702.0,0.0,0.415,1280.0,27.0
0,L,4260000.0,L,10.0,L,L,L,L,L,S1,1.0,,1.0,0.49,,0.0,0.0,1526.0,28.0
0,L,4535000.0,L,54.0,L,L,M,L,M,M1,32.0,19.79898987,18.0,0.62,,2309.0,3.803,186.0,30.0
0,L,894000.0,L,0.0,L,L,M,M,M,L,0.0,9.5,-4.75,0.01,,868.0,0.008,1848.0,28.0
0,,,,,,,,,,,0.0,,0.0,,-20.0,0.0,,,
1,L,1390000.0,L,0.0,L,L,M,M,,L,13.0,6.658328118,5.666666667,0.08,,0.0,0.001,1846.0,42.0
0,L,1300000.0,L,12.0,L,L,M,M,,L,64.0,,64.0,0.08,,0.0,23.724,1485.0,36.0
0,L,4260000.0,L,16.0,L,L,L,L,L,L,,,,0.49,2537.0,0.0,8.994,1335.0,32.0
0,,,,,,,,,,,3.0,31.81980515,-19.5,,,0.0,,,
0,,,,,,,,,,,,,,,,3207.0,,,
0,L,3777100.0,L,54.0,L,L,M,L,M,M,2.0,,2.0,0.39,,181.0,0.0,187.0,41.0
0,,,,,,,,,,,,,,,,0.0,,,
0,L,973000.0,L,59.0,L,L,M,M,,L,,,,0.03,2911.0,4999.0,0.001,46.0,32.0
0,L,3590900.0,L,123.0,L,M1,M,L,M,L,,,,0.35,4004.0,0.0,0.249,-1451.0,35.0
0,L,4218185.0,L,28.0,L,L,S1,L,S1,L,,,,0.49,,0.0,0.174,953.0,27.0
1,,,,,,,,,,,,,,,,0.0,,,
0,,,,,,,,,,,12.0,6.92820323,4.0,,,0.0,,,
0,L,4481200.0,L,53.0,L,L,M,L,M,S1,26.0,43.96589587,-10.0,0.6,2187.0,1061.0,0.132,218.0,33.0
0,L,3310000.0,L,43.0,L,L,M,L,M,L,,,,0.33,1459.0,753.0,1.86,514.0,30.0
0,,,,,,,,,,,0.0,0.0,0.0,,,0.0,,,
1,L,4500000.0,L,5.0,L,M,L,L,L,,66.0,10.5015855,2.636363636,0.62,341.0,0.0,4.013,1690.0,26.0
0,,,,,,,,,,,,,,,,3892.0,,,
1,L,3496200.0,L,23.0,L,L,M,M1,,M1,28.0,,28.0,0.35,,0.0,3.712,1127.0,35.0
0,L,4500000.0,L,5.0,L,M,L,L,L,,66.0,22.9844668,16.42857143,0.62,341.0,0.0,4.013,1690.0,26.0
0,L,4700000.0,L,66.0,L,M,L,L,L,M,10.0,,10.0,0.71,,0.0,311.882,-174.0,31.0
0,L,3306300.0,L,8.0,L,L,M,L,M,L,0.0,0.0,0.0,0.33,,0.0,0.001,1585.0,36.0
0,L,834000.0,L,18.0,L,L,M,M,,L,,,,0.01,1082.0,3338.0,0.006,1268.0,31.0
1,L,4260000.0,L,102.0,L,L,L,L,L,L,,,,0.49,,356.0,5.085,-1267.0,36.0
0,L,4800000.0,L,41.0,L,M,L,L,L,L,47.0,9.291573243,36.66666667,0.74,,585.0,0.0,583.0,39.0
0,L,1210000.0,L,0.0,L,L,M,M,M,L,1.0,,1.0,0.08,2180.0,0.0,0.0,,32.0
0,L,2962000.0,L,1.0,L,L,M,L,M,S1,15.0,7.549834435,8.0,0.3,1076.0,350.0,0.0,,35.0
1,L,7916000.0,L,109.0,L,L,L,L,L,L,9.0,79.73079706,-67.0,0.93,,1611.0,0.723,-1457.0,33.0
1,,,,,,,,,,,49.0,21.82506205,18.5,,,0.0,,,
0,L,910000.0,L,12.0,L,L,M,M,,L,13.0,4.9272485,3.444444444,0.03,338.0,4923.0,99.728,1456.0,33.0
0,,,,,,,,,,,26.0,64.08587988,-21.0,,-20.0,286.0,,,
0,,,,,,,,,,,24.0,37.87259343,-8.333333333,,,286.0,,,
0,,,,,,,,,,,1.0,0.707106781,0.5,,,0.0,,,
1,L,745000.0,L,23.0,L,L,M,M,,L,9.0,4.949747468,5.5,0.0,1071.0,0.0,0.013,1147.0,26.0
0,L,4500000.0,L,9.0,L,S,L,L,L,L,,,,0.62,,519.0,14.733,1540.0,30.0
0,L,3317000.0,L,71.0,L,L,M,L,M,L,,,,0.33,,160.0,0.0,-323.0,42.0
0,,,,,,,,,,,10.0,6.363961031,5.5,,,1172.0,,,
0,,,,,,,,,,,19.0,,19.0,,,4672.0,,,
0,L,4650000.0,L,17.0,L,L,M,L,M,S,,,,0.69,711.0,0.0,0.0,1290.0,28.0
0,L,2333200.0,L,24.0,L,L,M,M1,,M1,51.0,36.06244584,25.5,0.28,,2191.0,0.06,1097.0,26.0
0,,,,,,,,,,,,,,,,3308.0,,,
0,L,973000.0,L,0.0,L,L,L,M,L,M1,,,,0.03,,0.0,0.015,1833.0,34.0
0,,,,,,,,,,,11.0,7.071067812,6.0,,347.0,0.0,,,
0,,,,,,,,,,,,,,,-2.0,0.0,,,
0,L,4378800.0,L,0.0,L,L,L,M1,L,S1,,,,0.52,,36.0,0.0,1829.0,45.0
1,L,1390000.0,L,0.0,L,L,M,M,,L,,,,0.08,335.0,1432.0,0.02,1851.0,31.0
0,,,,,,,,,,,,,,,,2605.0,,,
0,,,,,,,,,,,2.0,0.816496581,0.666666667,,341.0,654.0,,,
0,,,,,,,,,,,,,,,,654.0,,,
0,L,4500000.0,L,18.0,L,L,L,L,L,L,,,,0.62,,0.0,10.299,1286.0,32.0
1,,,,,,,,,,,,,,,-11.0,0.0,,,
0,,,,,,,,,,,,,,,1450.0,407.0,,,
0,,,,,,,,,,,,,,,,710.0,,,
0,,,,,,,,,,,6.0,3.0,2.5,,,1186.0,,,
0,,,,,,,,,,,82.0,32.24748052,19.5,,,395.0,,,
0,M,4722000.0,L,165.0,L,L,L,L,L,L,15.0,5.269408569,7.166666667,0.71,,55.0,0.116,-1742.0,36.0
0,,,,,,,,,,,82.0,39.59797975,54.0,,,395.0,,,
0,,,,,,,,,,,6.0,118.7939392,-78.0,,,479.0,,,
0,L,834000.0,L,36.0,L,L,M,M,,L,6.0,3.201562119,2.75,0.01,,1830.0,0.003,724.0,25.0
0,,,,,,,,,,,5.0,,5.0,,2899.0,0.0,,,
0,L,834000.0,L,36.0,L,L,M,M,,L,6.0,3.201562119,2.75,0.01,,1830.0,0.003,724.0,25.0
0,L,4894000.0,L,25.0,L,L,M,L,,L,,,,0.74,,0.0,10.517,1064.0,36.0
1,,,,,,,,,,,,,,,,299.0,,,
0,L,3780000.0,L,10.0,L,L,M,L,M,L,,,,0.39,,2012.0,0.065,1519.0,27.0
0,L,5600000.0,L,42.0,L,M,M,L,M,L,76.0,31.81980515,53.5,0.84,2184.0,0.0,10.769,562.0,29.0
0,L,1390000.0,L,0.0,L,L,M,M,M,L,,,,0.08,,18.0,2.676,1828.0,39.0
0,L,973000.0,L,35.0,L,L,L,M,L,L,,,,0.03,-27.0,157.0,1.149,759.0,27.0
0,M,4013000.0,L,5.0,L,L,L,L,L,M1,,,,0.44,,0.0,0.0,1659.0,30.0
1,,,,,,,,,,,,,,,2916.0,1036.0,,,
0,L,5700000.0,L,37.0,L,L,M,L,M,L,,,,0.85,1444.0,918.0,2.426,670.0,26.0
0,L,5259500.0,L,98.0,L,L,M,L,S,L,46.0,23.86070689,19.33333333,0.81,2907.0,522.0,1.858,-1152.0,29.0
0,L,556000.0,L,48.0,L,L,M,M,M,L,,,,0.0,,1068.0,0.0,388.0,27.0
0,L,4513000.0,L,6.0,L,L,L,L,L,L,,,,0.62,699.0,1242.0,323.026,1649.0,26.0
1,,,,,,,,,,,,,,,,54.0,,,
0,L,2292000.0,L,0.0,L,L,M,M1,M,M,,,,0.28,3282.0,0.0,0.0,,32.0
1,L,1390000.0,L,0.0,L,L,M,M,M,L,,,,0.08,,238.0,0.005,1851.0,40.0
0,,,,,,,,,,,,,,,336.0,4092.0,,,
0,,,,,,,,,,,,,,,,526.0,,,
1,,,,,,,,,,,39.0,21.96208855,13.66666667,,708.0,344.0,,,
0,L,2766000.0,L,60.0,L,L,L,M1,L,S1,34.0,15.56438242,10.75,0.29,1800.0,4616.0,0.093,0.0,31.0
0,L,805000.0,L,0.0,L,L,M,M,M,L,32.0,22.627417,16.0,0.01,,915.0,0.0,,31.0
1,L,4560000.0,L,86.0,L,L,S,L,S,L,48.0,80.98580122,-7.2,0.62,3264.0,0.0,0.007,-783.0,29.0
1,L,5500000.0,L,14.0,L,M,L,L,L,L,20.0,9.712534856,11.66666667,0.84,,537.0,0.0,1411.0,27.0
0,L,4700000.0,L,21.0,L,L,L,L,L,L,,,,0.71,,0.0,0.0,1189.0,29.0
1,L,4206575.0,L,4.0,L,L,L,L,L,L,18.0,46.37096793,-13.33333333,0.49,4003.0,1957.0,0.0,,33.0
1,L,5398000.0,L,0.0,L,L,L,L,L,L,30.0,11.68617417,7.166666667,0.82,,0.0,13.81,1795.0,32.0
0,L,4206575.0,L,4.0,L,L,L,L,L,L,6.0,61.27261487,-32.33333333,0.49,4003.0,1957.0,0.0,,33.0
0,L,4600000.0,L,0.0,L,L,L,L,L,S,36.0,147.0782105,-68.0,0.69,1439.0,1181.0,0.0,1803.0,31.0
0,L,1390000.0,L,0.0,L,L,L,M,L,L,56.0,,56.0,0.08,338.0,3290.0,0.032,1849.0,38.0
0,L,4698000.0,L,0.0,L,L,L,L,L,L,149.0,230.5168107,-14.0,0.69,3262.0,853.0,0.145,1826.0,29.0
1,L,3739900.0,L,23.0,L,L,M,L,M,M,49.0,34.64823228,24.5,0.39,3280.0,1138.0,0.0,,37.0
0,L,4258600.0,L,1.0,L,M,L,L,L,L,12.0,2.121320344,10.5,0.49,,1112.0,8.742,1799.0,31.0
1,L,4258600.0,L,1.0,L,M,L,L,L,L,,,,0.49,706.0,1112.0,8.742,1799.0,31.0
1,L,4685000.0,L,20.0,L,L,M,L,M,M1,24.0,9.048020041,7.666666667,0.69,2551.0,2348.0,0.577,1223.0,32.0
1,L,4685000.0,L,20.0,L,L,M,L,M,M1,24.0,6.658328118,16.66666667,0.69,,2348.0,0.577,1223.0,32.0
0,L,4685000.0,L,20.0,L,L,M,L,M,M1,24.0,9.048020041,7.666666667,0.69,2551.0,2348.0,0.577,1223.0,32.0
1,L,2309500.0,L,23.0,L,M,M,L,M,L,23.0,4.618802154,17.66666667,0.28,,783.0,3.919,1139.0,39.0
0,L,4500000.0,L,63.0,L,L,L,L,L,L,,,,0.62,,2321.0,0.022,-84.0,36.0
1,L,1043000.0,L,12.0,L,L,M,M,M,L,,,,0.05,2896.0,0.0,0.001,1461.0,35.0
0,L,4437825.0,L,0.0,L,L,M,L,M,S,9.0,1.414213562,8.0,0.6,2166.0,3572.0,1.41,1802.0,25.0
0,L,4786400.0,L,86.0,L,L,M,L,M,S1,,,,0.71,,893.0,0.048,-786.0,33.0
0,L,1300000.0,L,0.0,L,L,L,M,L,L,,,,0.08,,0.0,38.683,1843.0,35.0
0,,,,,,,,,,,,,,,,1467.0,,,
0,M,3673000.0,L,0.0,L,L,M,L,M,S,37.0,74.70609078,-22.0,0.38,2917.0,1053.0,0.739,1721.0,28.0
1,,,,,,,,,,,,,,,,0.0,,,
0,,,,,,,,,,,0.0,,0.0,,,167.0,,,
0,,,,,,,,,,,49.0,,49.0,,,575.0,,,
0,L,2226000.0,L,18.0,L,L,M,M1,M,L,,,,0.28,1819.0,546.0,0.292,1258.0,37.0
1,L,5000000.0,L,8.0,L,L,L,L,L,L,1.0,0.0,1.0,0.77,1813.0,0.0,285.972,1587.0,35.0
0,L,3789000.0,L,39.0,L,L,M1,L,S1,L,,,,0.39,,1802.0,2.18,644.0,25.0
1,,,,,,,,,,,9.0,5.196152423,3.0,,,0.0,,,
1,M,7053253.0,L,26.0,L,L,M,L,M,M1,2.0,1.154700538,0.666666667,0.91,,2124.0,0.006,1025.0,32.0
1,,,,,,,,,,,74.0,117.372271,-14.25,,2546.0,699.0,,,
1,,,,,,,,,,,,,,,,0.0,,,
1,L,11000000.0,L,0.0,S,S,L,L,L,L,0.0,,0.0,0.97,3997.0,323.0,0.0,,47.0
1,,,,,,,,,,,,,,,,0.0,,,
0,L,3841000.0,L,1.0,L,M,L,L,L,L,-64.0,,-64.0,0.41,1435.0,2219.0,0.0,,31.0
0,L,1390000.0,L,0.0,L,L,M,M,M,L,76.0,38.88873016,31.33333333,0.08,,340.0,0.001,1844.0,25.0
1,,,,,,,,,,,12.0,3.535533906,9.5,,1438.0,0.0,,,
0,M,2219500.0,L,0.0,L,L,M,L,M,M,30.0,15.27525232,16.66666667,0.28,,0.0,0.0,,33.0
1,L,3306300.0,L,11.0,L,L,M,L,M,L,17.0,,17.0,0.33,,406.0,19.137,1497.0,34.0
1,,,,,,,,,,,,,,,1435.0,974.0,,,
0,L,10896000.0,L,4.0,L,M,L,L,L,L,,,,0.96,,79.0,0.0,1679.0,36.0
0,L,4300000.0,L,1.0,L,L,L,L,L,M,8.0,75.57942842,-47.75,0.52,728.0,0.0,0.0,1792.0,27.0
